,epoch,last_batch,epoch_pct,step_running_train_loss,val_loss,val_accuracy,lr,step_train_time
0,1.0,421.0,0.05011904761904762,1.6554402112960815,0.4152292311191559,0.8691666666666666,0.0004,0 days 00:00:37.000000000
1,1.0,841.0,0.10011904761904762,0.7382373809814453,0.6558634638786316,0.7908333333333334,0.0004,0 days 00:00:35.000000000
2,1.0,1261.0,0.15011904761904762,0.39567455649375916,0.4838981330394745,0.8683333333333333,0.0004,0 days 00:00:36.000000000
3,1.0,1681.0,0.2001190476190476,0.3688797950744629,0.25379422307014465,0.9291666666666667,0.0004,0 days 00:00:39.000000000
4,1.0,2101.0,0.25011904761904763,0.2280827909708023,0.2162451297044754,0.9385714285714286,0.0004,0 days 00:00:40.000000000
5,1.0,2521.0,0.3001190476190476,0.27270689606666565,0.20470847189426422,0.9386904761904762,0.0004,0 days 00:00:35.000000000
6,1.0,2941.0,0.3501190476190476,0.25509509444236755,0.2933913767337799,0.9154761904761904,0.0004,0 days 00:00:36.000000000
7,1.0,3361.0,0.4001190476190476,0.21420879662036896,0.4381432831287384,0.8971428571428571,0.0004,0 days 00:00:36.000000000
8,1.0,3781.0,0.45011904761904764,0.23819439113140106,0.16238591074943542,0.9528571428571428,0.0004,0 days 00:00:36.000000000
9,1.0,4201.0,0.5001190476190476,0.16354475915431976,0.23073983192443848,0.9361904761904762,0.0004,0 days 00:00:36.000000000
10,1.0,4621.0,0.5501190476190476,0.17621725797653198,0.201748788356781,0.9451190476190476,0.0004,0 days 00:00:36.000000000
11,1.0,5041.0,0.6001190476190477,0.2200852781534195,0.31338998675346375,0.9073809523809524,0.0004,0 days 00:00:36.000000000
12,1.0,5461.0,0.6501190476190476,0.19280238449573517,0.3331857919692993,0.9146428571428571,0.0004,0 days 00:00:36.000000000
13,1.0,5881.0,0.7001190476190476,0.1904778629541397,0.1682257354259491,0.9553571428571429,0.0004,0 days 00:00:36.000000000
14,1.0,6301.0,0.7501190476190476,0.1597806066274643,0.22890065610408783,0.9321428571428572,0.0004,0 days 00:00:36.000000000
15,1.0,6721.0,0.8001190476190476,0.19104495644569397,0.18405042588710785,0.9444047619047619,0.0004,0 days 00:00:36.000000000
16,1.0,7141.0,0.8501190476190477,0.18273961544036865,0.10049699246883392,0.9735714285714285,0.0004,0 days 00:00:36.000000000
17,1.0,7561.0,0.9001190476190476,0.1459221988916397,0.19269320368766785,0.9475,0.0004,0 days 00:00:36.000000000
18,1.0,7981.0,0.9501190476190476,0.20602619647979736,0.11483649909496307,0.9679761904761904,0.0004,0 days 00:00:36.000000000
19,1.0,8400.0,1.0,0.15794211626052856,0.1936410516500473,0.9465476190476191,0.0004,0 days 00:00:35.000000000
20,2.0,421.0,1.0501190476190476,0.1312938779592514,0.07549744844436646,0.9778571428571429,0.00024,0 days 00:00:36.000000000
21,2.0,841.0,1.1001190476190477,0.10535934567451477,0.12462261319160461,0.9666666666666667,0.00024,0 days 00:00:35.000000000
22,2.0,1261.0,1.1501190476190477,0.10714740306138992,0.098072350025177,0.9726190476190476,0.00024,0 days 00:00:36.000000000
23,2.0,1681.0,1.2001190476190475,0.08720964193344116,0.08034836500883102,0.9794047619047619,0.00024,0 days 00:00:36.000000000
24,2.0,2101.0,1.2501190476190476,0.09982762485742569,0.08932483196258545,0.9758333333333333,0.00024,0 days 00:00:36.000000000
25,2.0,2521.0,1.3001190476190476,0.09565909951925278,0.09368546307086945,0.975,0.00024,0 days 00:00:35.000000000
26,2.0,2941.0,1.3501190476190477,0.11066410690546036,0.08244160562753677,0.9773809523809524,0.00024,0 days 00:00:36.000000000
27,2.0,3361.0,1.4001190476190475,0.08180601894855499,0.12770242989063263,0.9665476190476191,0.00024,0 days 00:00:36.000000000
28,2.0,3781.0,1.4501190476190478,0.09956572204828262,0.08946127444505692,0.9753571428571428,0.00024,0 days 00:00:36.000000000
29,2.0,4201.0,1.5001190476190476,0.08875402063131332,0.07492493838071823,0.9803571428571428,0.00024,0 days 00:00:36.000000000
30,2.0,4621.0,1.5501190476190476,0.10960105061531067,0.07098152488470078,0.9791666666666666,0.00024,0 days 00:00:36.000000000
31,2.0,5041.0,1.6001190476190477,0.10020875930786133,0.06704527884721756,0.9797619047619047,0.00024,0 days 00:00:36.000000000
32,2.0,5461.0,1.6501190476190475,0.08646023273468018,0.07774686813354492,0.9786904761904762,0.00024,0 days 00:00:36.000000000
33,2.0,5881.0,1.7001190476190478,0.08326461166143417,0.09162162989377975,0.9757142857142858,0.00024,0 days 00:00:36.000000000
